job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
04fc0d70-f82,Data Analyst,Data Analyst,Mid Level,IBM,Enterprise,Logistics/Supply Chain,"Los Angeles, CA",Remote,True,87000,108000,95000,SQL|Excel|Tableau|Power BI|Snowflake|Python,6,3,4,Bachelor's Degree,Yes,Parental Leave|Stock Options / RSUs|Gym Membership|Unlimited PTO|Remote Work Stipend|401k Match,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Excel, Tableau, Power BI, Snowflake, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-02,48,stable,Enterprise,2026-03-22T19:50:30
1f5fe397-375,Senior Analytics Engineer,Analytics Engineer,Senior,DataFlow Inc,Startup,Healthcare/BioTech,"Austin, TX",Hybrid,False,,,195000,Data Modeling|Looker|SQL|Tableau|Redshift|Snowflake|Databricks|dbt|Python,9,6,9,Master's Preferred,No,401k Match|Unlimited PTO|Parental Leave|Remote Work Stipend|Gym Membership|Mental Health Benefits,"We are looking for a Senior Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Data Modeling, Looker, SQL, Tableau, Redshift, Snowflake. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-02,20,high,Startup,2026-03-22T19:50:30
6fb253b9-b44,Entry Level Data Platform Engineer,Data Platform Engineer,Entry Level,MetricStack,Startup,E-commerce,"Seattle, WA",Remote,True,121000,143000,130000,Azure|Terraform|SQL|Kubernetes|Git|Python,6,0,3,PhD Preferred,No,Free Meals|Mental Health Benefits|Learning Budget|Parental Leave|Gym Membership|Stock Options / RSUs,"We are looking for a Entry Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, Terraform, SQL, Kubernetes, Git, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-20,2,high,Startup,2026-03-22T19:50:30
bc25bfb3-0ab,Senior Data Engineer,Data Engineer,Senior,McKinsey,Enterprise,EdTech,"Denver, CO",Remote,True,152000,179000,170000,Azure|Terraform|SQL|Airflow|Databricks|Kafka|dbt|Python,8,9,11,PhD Preferred,No,401k Match|Gym Membership|Stock Options / RSUs|Health Insurance|Free Meals,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, Terraform, SQL, Airflow, Databricks, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-02-27,23,high,Enterprise,2026-03-22T19:50:30
d95b9f34-ddf,AI/LLM Engineer,AI/LLM Engineer,Mid Level,Deloitte,Enterprise,E-commerce,"Austin, TX",Hybrid,False,228000,275000,250000,LangChain|RAG|Vector Databases|OpenAI API|Git|Python,6,2,5,PhD Preferred,Yes,Stock Options / RSUs|401k Match|Remote Work Stipend|Mental Health Benefits|Unlimited PTO|Free Meals,"We are looking for a Mid Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in LangChain, RAG, Vector Databases, OpenAI API, Git, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-14,36,explosive,Enterprise,2026-03-22T19:50:30
9f140d60-425,Data Engineer,Data Engineer,Mid Level,Oracle,Enterprise,Media/Streaming,"Seattle, WA",Remote,True,,,140000,AWS|SQL|GCP|Kafka|dbt|Python,6,4,7,Bachelor's Degree,Yes,Stock Options / RSUs|Mental Health Benefits|Health Insurance|Unlimited PTO|Free Meals|401k Match|Parental Leave,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, GCP, Kafka, dbt, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-18,4,high,Enterprise,2026-03-22T19:50:30
23feb6af-baf,Data Scientist,Data Scientist,Mid Level,MetricStack,Startup,AI/ML Platform,"Boston, MA",On-site,False,179000,221000,195000,AWS|SQL|scikit-learn|Statistics|Jupyter|Snowflake|Git|A/B Testing|R|Python,10,4,7,Master's Preferred,No,Remote Work Stipend|401k Match|Stock Options / RSUs,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, scikit-learn, Statistics, Jupyter, Snowflake. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2025-12-22,90,stable,Startup,2026-03-22T19:50:30
eba777bf-9c6,Staff/Lead Data Platform Engineer,Data Platform Engineer,Staff/Lead,Monte Carlo,Scale-up,FinTech,"San Francisco, CA",On-site,False,467000,581000,525000,Azure|Terraform|SQL|Spark|Kubernetes|Kafka|Python,7,8,9,Master's Preferred,No,Mental Health Benefits|Free Meals|Health Insurance|Gym Membership,"We are looking for a Staff/Lead Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, Terraform, SQL, Spark, Kubernetes, Kafka. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-11,11,high,Scale-up,2026-03-22T19:50:30
8691421c-bd1,Data Analyst,Data Analyst,Mid Level,Hugging Face,Scale-up,Logistics/Supply Chain,"Los Angeles, CA",Hybrid,False,103000,134000,115000,Looker|SQL|Excel|Tableau|Power BI|Snowflake|Python,7,5,6,Bachelor's Degree,No,Gym Membership|Learning Budget|401k Match,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Power BI, Snowflake. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-19,31,stable,Scale-up,2026-03-22T19:50:30
6ab54f5f-ebd,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Splunk,Mid-market,AI/ML Platform,"San Francisco, CA",Hybrid,False,422000,578000,495000,Docker|MLflow|TensorFlow|scikit-learn|Kubernetes|Git|Python,7,7,10,Master's Preferred,No,Stock Options / RSUs|Free Meals|401k Match|Learning Budget|Unlimited PTO|Health Insurance,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, MLflow, TensorFlow, scikit-learn, Kubernetes, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-16,6,very_high,Mid-market,2026-03-22T19:50:30
84794eb7-fbf,Data Engineer,Data Engineer,Mid Level,Stripe,Scale-up,Logistics/Supply Chain,"Seattle, WA",Hybrid,False,,,165000,SQL|GCP|Spark|Git|Databricks|Kafka|Python,7,5,8,PhD Preferred,Yes,Mental Health Benefits|Free Meals|Learning Budget|Parental Leave,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, Spark, Git, Databricks, Kafka. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-03,19,high,Scale-up,2026-03-22T19:50:30
f7bb8827-dc6,Principal Analytics Engineer,Analytics Engineer,Principal,DataFlow Inc,Startup,InsurTech,"Austin, TX",Hybrid,False,202000,241000,220000,Data Modeling|Looker|SQL|Airflow|Redshift|Databricks|Git|dbt|Python,9,14,17,PhD Preferred,Yes,Learning Budget|Gym Membership|Stock Options / RSUs|Health Insurance|401k Match|Remote Work Stipend,"We are looking for a Principal Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Data Modeling, Looker, SQL, Airflow, Redshift, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2025-11-12,130,high,Startup,2026-03-22T19:50:30
abc2b023-1df,Staff/Lead Data Engineer,Data Engineer,Staff/Lead,Microsoft,FAANG+,EdTech,"Seattle, WA",Remote,True,,,420000,Docker|Azure|Terraform|SQL|Airflow|Spark|Git|dbt|Python,9,8,9,Bachelor's Degree,No,401k Match|Remote Work Stipend|Gym Membership|Learning Budget|Unlimited PTO|Free Meals|Stock Options / RSUs,"We are looking for a Staff/Lead Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Azure, Terraform, SQL, Airflow, Spark. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-22,0,high,FAANG+,2026-03-22T19:50:30
2085f95b-c66,Staff/Lead Data Analyst,Data Analyst,Staff/Lead,Databricks,Scale-up,Media/Streaming,"Chicago, IL",Remote,True,,,220000,Looker|SQL|Excel|Redshift|Power BI|Google Sheets|Snowflake|Python,8,11,12,Bachelor's Degree,Yes,Health Insurance|Learning Budget|Gym Membership|Unlimited PTO|Remote Work Stipend|401k Match,"We are looking for a Staff/Lead Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Redshift, Power BI, Google Sheets. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-18,4,stable,Scale-up,2026-03-22T19:50:30
95ca0ee1-587,Data Engineer,Data Engineer,Mid Level,Hugging Face,Scale-up,Healthcare/BioTech,"Miami, FL",Hybrid,False,94000,123000,110000,AWS|SQL|Airflow|Kubernetes|Kafka|dbt|Python,7,2,5,No Degree Required,Yes,Learning Budget|Gym Membership|Remote Work Stipend|Parental Leave,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, Airflow, Kubernetes, Kafka, dbt. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-17,5,high,Scale-up,2026-03-22T19:50:30
ebd3095d-78f,Data Analyst,Data Analyst,Mid Level,Okta,Mid-market,Gaming,"San Francisco, CA",Remote,True,,,135000,Looker|SQL|Snowflake|Tableau|Power BI|BigQuery|dbt,7,3,6,Master's Preferred,No,Remote Work Stipend|Free Meals|Mental Health Benefits|401k Match|Learning Budget|Unlimited PTO|Stock Options / RSUs,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Snowflake, Tableau, Power BI, BigQuery. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-05,17,stable,Mid-market,2026-03-22T19:50:30
36560f3e-d8c,Data Scientist,Data Scientist,Mid Level,Monte Carlo,Scale-up,SaaS/Cloud,"Chicago, IL",On-site,False,209000,242000,220000,SQL|GCP|scikit-learn|Statistics|Databricks|A/B Testing|R|Python,8,5,6,No Degree Required,Possible,Parental Leave|Unlimited PTO|Stock Options / RSUs|Free Meals|Mental Health Benefits|Remote Work Stipend|Learning Budget,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, scikit-learn, Statistics, Databricks, A/B Testing. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-17,5,stable,Scale-up,2026-03-22T19:50:30
0daf1bbc-e86,Machine Learning Engineer,Machine Learning Engineer,Mid Level,IBM,Enterprise,SaaS/Cloud,"Atlanta, GA",Remote,True,130000,157000,145000,MLflow|PyTorch|TensorFlow|scikit-learn|Git|Python,6,2,3,PhD Preferred,No,Learning Budget|Health Insurance|Parental Leave|Gym Membership|Remote Work Stipend|Free Meals,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in MLflow, PyTorch, TensorFlow, scikit-learn, Git, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-04,18,very_high,Enterprise,2026-03-22T19:50:30
66e4f655-d7b,Data Analyst,Data Analyst,Mid Level,Airbyte,Scale-up,Media/Streaming,"Washington, DC",Hybrid,False,80000,108000,90000,SQL|Excel|Tableau|Power BI|Google Sheets|BigQuery|Python,7,3,6,Bachelor's Degree,No,Gym Membership|Stock Options / RSUs|Learning Budget|Remote Work Stipend|Free Meals|401k Match|Unlimited PTO,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Excel, Tableau, Power BI, Google Sheets, BigQuery. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-09,13,stable,Scale-up,2026-03-22T19:50:30
a92e8421-ca9,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Oracle,Enterprise,AdTech/MarTech,"Boston, MA",Remote,True,,,300000,Weaviate|Azure|PyTorch|LangChain|FastAPI|RAG|Vector Databases|OpenAI API|Python,9,9,11,Master's Preferred,Yes,Unlimited PTO|Health Insurance|Mental Health Benefits,"We are looking for a Senior AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weaviate, Azure, PyTorch, LangChain, FastAPI, RAG. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-17,5,explosive,Enterprise,2026-03-22T19:50:30
488fda9e-8c1,Senior Data Engineer,Data Engineer,Senior,Accenture,Enterprise,Logistics/Supply Chain,"Chicago, IL",Remote,True,177000,234000,195000,Docker|Terraform|SQL|Airflow|GCP|Spark|Snowflake|Kafka|dbt|Python,10,7,10,PhD Preferred,Possible,Unlimited PTO|Mental Health Benefits|Learning Budget|Free Meals|Stock Options / RSUs,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Terraform, SQL, Airflow, GCP, Spark. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-11,11,high,Enterprise,2026-03-22T19:50:30
